FOLDER,DOMAIN,VARIABLE,LABEL
BP44773S,CE,CEPRESP,Clinical Event Pre-specified
BP44773S,CE,CEPTCD,Preferred Term Code
BP44773S,CE,CESEQ,Sequence Number
BP44773S,CE,CESER,Serious Event
BP44773S,CE,CESEV,Severity/Intensity
BP44773S,CE,CESEVIN,Initial Severity/Intensity
BP44773S,CE,CESOC,Primary System Organ Class
BP44773S,CE,CESOCCD,Primary System Organ Class Code
BP44773S,CE,CESPID,Sponsor-Defined Identifier
BP44773S,CE,CESTDTC,Start Date/Time of Clinical Event
BP44773S,CE,CESTDY,Study Day of Start of Event
BP44773S,CE,CETERM,Reported Term for the Clinical Event
BP44773S,CE,CETOXGR,Standard Toxicity Grade
BP44773S,CE,DOMAIN,Domain Abbreviation
BP44773S,CE,EPOCH,Epoch
BP44773S,CE,STUDYID,Study Identifier
BP44773S,CE,USUBJID,Unique Subject Identifier
BP44773S,CE,VISIT,Visit Name
BP44773S,CE,VISITDY,Planned Study Day of Visit
BP44773S,CE,VISITNUM,Visit Number
BP44773S,CM,CMCAT,Category for Medication
BP44773S,CM,CMDECOD,Standardized Medication Name
BP44773S,CM,CMDECOD1,Standardized Medication Name 1
BP44773S,CM,CMDECOD2,Standardized Medication Name 2
BP44773S,CM,CMDOSE,Dose per Administration
BP44773S,CM,CMDOSFRM,Dose Form
BP44773S,CM,CMDOSFRQ,Dosing Frequency per Interval
BP44773S,CM,CMDOSTXT,Dose Description
BP44773S,CM,CMDOSU,Dose Units
BP44773S,CM,CMDRG,Synonym Medication Name
BP44773S,CM,CMDRG1,Synonym Medication Name 1
BP44773S,CM,CMDRG2,Synonym Medication Name 2
BP44773S,CM,CMDRGCD,Synonym Medication Name Code
BP44773S,CM,CMENDTC,End Date/Time of Medication
BP44773S,CM,CMENDY,Study Day of End of Medication
BP44773S,CM,CMENRTPT,End Relative to Reference Time Point
BP44773S,CM,CMENTPT,End Reference Time Point
BP44773S,CM,CMGRPID,Group ID
BP44773S,CM,CMINDC,Indication
BP44773S,CM,CMMODIF1,Modified Reported Name 1
BP44773S,CM,CMMODIF2,Modified Reported Name 2
BP44773S,CM,CMMODIFY,Modified Reported Name
BP44773S,CM,CMPNCD,Standardized Medication Name Code
BP44773S,CM,CMPROPH,Given for prophylaxis
BP44773S,CM,CMREFID,Reference ID
BP44773S,CM,CMROUTE,Route of Administration
BP44773S,CM,CMSEQ,Sequence Number
BP44773S,CM,CMSPID,Sponsor-Defined Identifier
BP44773S,CM,CMSTDTC,Start Date/Time of Medication
BP44773S,CM,CMSTDY,Study Day of Start of Medication
BP44773S,CM,CMSTRTPT,Start Relative to Reference Time Point
BP44773S,CM,CMSTTPT,Start Reference Time Point
BP44773S,CM,CMTRT,"Reported Name of Drug, Med, or Therapy"
BP44773S,CM,DOMAIN,Domain Abbreviation
BP44773S,CM,EPOCH,Epoch
BP44773S,CM,STUDYID,Study Identifier
BP44773S,CM,USUBJID,Unique Subject Identifier
BP44773S,CO,CODTC,Date/Time of Comment
BP44773S,CO,CODY,Study Day of Comment
BP44773S,CO,COEVAL,Evaluator
BP44773S,CO,COREF,Comment Reference
BP44773S,CO,COSEQ,Sequence Number
BP44773S,CO,COVAL,Comment
BP44773S,CO,DOMAIN,Domain Abbreviation
BP44773S,CO,IDVAR,Identifying Variable
BP44773S,CO,IDVARVAL,Identifying Variable Value
BP44773S,CO,RDOMAIN,Related Domain Abbreviation
BP44773S,CO,STUDYID,Study Identifier
BP44773S,CO,USUBJID,Unique Subject Identifier
BP44773S,DM,ACTARM,Description of Actual Arm
BP44773S,DM,ACTARMCD,Actual Arm Code
BP44773S,DM,ACTARMUD,Description of Unplanned Actual Arm
BP44773S,DM,AGE,Age
BP44773S,DM,AGEU,Age Units
BP44773S,DM,ARM,Description of Planned Arm
BP44773S,DM,ARMCD,Planned Arm Code
BP44773S,DM,ARMNRS,Reason Arm and/or Actual Arm is Null
BP44773S,DM,BRTHDTC,Date/Time of Birth
BP44773S,DM,COUNTRY,Country
BP44773S,DM,CRACE1,Collected Race 1
BP44773S,DM,CRACE2,Collected Race 2
BP44773S,DM,DMDTC,Date/Time of Collection
BP44773S,DM,DMDY,Study Day of Collection
BP44773S,DM,DOMAIN,Domain Abbreviation
BP44773S,DM,DTHDTC,Date/Time of Death
BP44773S,DM,DTHFL,Subject Death Flag
BP44773S,DM,ETHNIC,Ethnicity
BP44773S,DM,ETHNIC1,Collected Ethnicity 1
BP44773S,DM,ETHNIC2,Collected Ethnicity 2
BP44773S,DM,INVID,Investigator Identifier
BP44773S,DM,INVNAM,Investigator Name
BP44773S,DM,MAPNUM,MAP Number
BP44773S,DM,MAPPTNUM,MAP Patient Number
BP44773S,DM,PSPMAPFL,PSP in Scope for MAP
BP44773S,DM,RACE,Race
BP44773S,DM,RACE1,Race 1
BP44773S,DM,RACE2,Race 2
BP44773S,DM,RANDID,Randomization ID
BP44773S,DM,RFCENDTC,Date/Time of Last Challenge Agent Admin
BP44773S,DM,RFCSTDTC,Date/Time of First Challenge Agent Admin
BP44773S,DM,RFENDTC,Subject Reference End Date/Time
BP44773S,DM,RFICDTC,Date/Time of Informed Consent
BP44773S,DM,RFPENDTC,Date/Time of End of Participation
BP44773S,DM,RFSTDTC,Subject Reference Start Date/Time
BP44773S,DM,RFXENDTC,Date/Time of Last Study Treatment
BP44773S,DM,RFXSTDTC,Date/Time of First Study Treatment
BP44773S,DM,SCRNID1,Screening Number 1
BP44773S,DM,SEX,Sex
BP44773S,DM,SITEID,Study Site Identifier
BP44773S,DM,STUDYID,Study Identifier
BP44773S,DM,SUBJID,Subject Identifier for the Study
BP44773S,DM,USUBJID,Unique Subject Identifier
BP44773S,DS,DOMAIN,Domain Abbreviation
BP44773S,DS,DSCAT,Category for Disposition Event
BP44773S,DS,DSDECOD,Standardized Disposition Term
BP44773S,DS,DSDTC,Date/Time of Collection
BP44773S,DS,DSDY,Study Day of Collection
BP44773S,DS,DSPERIOD,Period Subject Continuing Into
BP44773S,DS,DSREFID,Reference ID
BP44773S,DS,DSSCAT,Subcategory for Disposition Event
BP44773S,DS,DSSEQ,Sequence Number
BP44773S,DS,DSSPID,Sponsor-Defined Identifier
BP44773S,DS,DSSTDTC,Start Date/Time of Disposition Event
BP44773S,DS,DSSTDY,Study Day of Start of Disposition Event
BP44773S,DS,DSTERM,Reported Term for the Disposition Event
BP44773S,DS,EPOCH,Epoch
BP44773S,DS,STUDYID,Study Identifier
BP44773S,DS,USUBJID,Unique Subject Identifier
BP44773S,DV,DOMAIN,Domain Abbreviation
BP44773S,DV,DVCAT,Category for Protocol Deviation
BP44773S,DV,DVDECOD,Protocol Deviation Coded Term
BP44773S,DV,DVEDREAS,Emergency Disruption Related Reason
BP44773S,DV,DVEDRELI,Emergency Disruption Related Indicator
BP44773S,DV,DVEDRETP,Emergency Disruption Related Type
BP44773S,DV,DVENDTC,End Date/Time of Deviation
BP44773S,DV,DVENDY,Study Day of End of Deviation Event
BP44773S,DV,DVEPRELI,Epi/Pandemic Related Indicator
BP44773S,DV,DVEVAL,Evaluator
BP44773S,DV,DVNAM,Vendor Name
BP44773S,DV,DVREAS,Reason for Deviation
BP44773S,DV,DVREFID,Reference ID
BP44773S,DV,DVSCAT,Subcategory for Protocol Deviation
BP44773S,DV,DVSEQ,Sequence Number
BP44773S,DV,DVSPID,Sponsor-Defined Identifier
BP44773S,DV,DVSTDTC,Start Date/Time of Deviation
BP44773S,DV,DVSTDY,Study Day of Start of Deviation Event
BP44773S,DV,DVTERM,Protocol Deviation Term
BP44773S,DV,EPOCH,Epoch
BP44773S,DV,STUDYID,Study Identifier
BP44773S,DV,TAETORD,Planned Order of Element within Arm
BP44773S,DV,USUBJID,Unique Subject Identifier
BP44773S,EC,DOMAIN,Domain Abbreviation
BP44773S,EC,ECCAT,Category of Treatment
BP44773S,EC,ECDOSDEL,Reason for Study Drug Dose Delay
BP44773S,EC,ECDOSE,Dose
BP44773S,EC,ECDOSFRM,Dose Form
BP44773S,EC,ECDOSFRQ,Dosing Frequency per Interval
BP44773S,EC,ECDOSU,Dose Units
BP44773S,EC,ECDUR,Duration of Treatment
BP44773S,EC,ECENDTC,End Date/Time of Treatment
BP44773S,EC,ECENDY,Study Day of End of Treatment
BP44773S,EC,ECLAT,Laterality
BP44773S,EC,ECLNKGRP,Link Group ID
BP44773S,EC,ECLNKID,Link ID
BP44773S,EC,ECLOC,Location of Dose Administration
BP44773S,EC,ECLOT,Lot Number
BP44773S,EC,ECMOOD,Mood
BP44773S,EC,ECOCCUR,Occurrence
BP44773S,EC,ECPRESP,Pre-Specified
BP44773S,EC,ECREASOC,Reason for Occur Value
BP44773S,EC,ECROUTE,Route of Administration
BP44773S,EC,ECSEQ,Sequence Number
BP44773S,EC,ECSPID,Sponsor-Defined Identifier
BP44773S,EC,ECSTDTC,Start Date/Time of Treatment
BP44773S,EC,ECSTDY,Study Day of Start of Treatment
BP44773S,EC,ECTRT,Name of Treatment
BP44773S,EC,EPOCH,Epoch
BP44773S,EC,STUDYID,Study Identifier
BP44773S,EC,USUBJID,Unique Subject Identifier
BP44773S,EC,VISIT,Visit Name
BP44773S,EC,VISITDY,Planned Study Day of Visit
BP44773S,EC,VISITNUM,Visit Number
BP44773S,EG,DOMAIN,Domain Abbreviation
BP44773S,EG,EGCAT,Category for ECG
BP44773S,EG,EGCLSIG,"Clinically Significant, Collected"
BP44773S,EG,EGDTC,Date/Time of ECG
BP44773S,EG,EGDY,Study Day of ECG
BP44773S,EG,EGELTM,Planned Elapsed Time from Time Point Ref
BP44773S,EG,EGLOBXFL,Last Observation Before Exposure Flag
BP44773S,EG,EGMETHOD,Method of Test or Examination
BP44773S,EG,EGORRES,Result or Finding in Original Units
BP44773S,EG,EGORRESU,Original Units
BP44773S,EG,EGPOS,ECG Position of Subject
BP44773S,EG,EGREASND,Reason ECG Not Done
BP44773S,EG,EGRESTYN,ECG Resting Status of Subject
BP44773S,EG,EGRFTDTC,Date/Time of Reference Time Point
BP44773S,EG,EGSEQ,Sequence Number
BP44773S,EG,EGSPID,Sponsor-Defined Identifier
BP44773S,EG,EGSTAT,Completion Status
BP44773S,EG,EGSTRESC,Character Result/Finding in Std Format
BP44773S,EG,EGSTRESN,Numeric Result/Finding in Standard Units
BP44773S,EG,EGSTRESU,Standard Units
BP44773S,EG,EGTEST,ECG Test or Examination Name
BP44773S,EG,EGTESTCD,ECG Test or Examination Short Name
BP44773S,EG,EGTPT,Planned Time Point Name
BP44773S,EG,EGTPTNUM,Planned Time Point Number
BP44773S,EG,EGTPTREF,Time Point Reference
BP44773S,EG,EPOCH,Epoch
BP44773S,EG,STUDYID,Study Identifier
BP44773S,EG,USUBJID,Unique Subject Identifier
BP44773S,EG,VISIT,Visit Name
BP44773S,EG,VISITDY,Planned Study Day of Visit
BP44773S,EG,VISITNUM,Visit Number
BP44773S,EX,DOMAIN,Domain Abbreviation
BP44773S,EX,EPOCH,Epoch
BP44773S,EX,EXCAT,Category of Treatment
BP44773S,EX,EXDOSE,Dose
BP44773S,EX,EXDOSFRM,Dose Form
BP44773S,EX,EXDOSFRQ,Dosing Frequency per Interval
BP44773S,EX,EXDOSU,Dose Units
BP44773S,EX,EXENDTC,End Date/Time of Treatment
BP44773S,EX,EXENDY,Study Day of End of Treatment
BP44773S,EX,EXLAT,Laterality
BP44773S,EX,EXLNKGRP,Link Group ID
BP44773S,EX,EXLNKID,Link ID
BP44773S,EX,EXLOC,Location of Dose Administration
BP44773S,EX,EXLOT,Lot Number
BP44773S,EX,EXROUTE,Route of Administration
BP44773S,EX,EXSEQ,Sequence Number
BP44773S,EX,EXSPID,Sponsor-Defined Identifier
BP44773S,EX,EXSTDTC,Start Date/Time of Treatment
BP44773S,EX,EXSTDY,Study Day of Start of Treatment
BP44773S,EX,EXTRT,Name of Treatment
BP44773S,EX,STUDYID,Study Identifier
BP44773S,EX,USUBJID,Unique Subject Identifier
BP44773S,EX,VISIT,Visit Name
BP44773S,EX,VISITDY,Planned Study Day of Visit
BP44773S,EX,VISITNUM,Visit Number
BP44773S,FA,DOMAIN,Domain Abbreviation
BP44773S,FA,EPOCH,Epoch
BP44773S,FA,FACAT,Category for Findings About
BP44773S,FA,FADTC,Date/Time of Collection
BP44773S,FA,FADY,Study Day of Collection
BP44773S,FA,FAECADJ,Reason for Dose Modification
BP44773S,FA,FAENDTC,End Date/Time of Observation
BP44773S,FA,FAENDY,Study Day of End of Observation
BP44773S,FA,FAENRTPT,End Relative to Reference Time Point
BP44773S,FA,FAENTPT,End Reference Time Point
BP44773S,FA,FAEVAL,Evaluator
BP44773S,FA,FAEVINTX,Evaluation Interval Text
BP44773S,FA,FAGRPID,Group ID
BP44773S,FA,FALAT,Laterality
BP44773S,FA,FALNKGRP,Link Group ID
BP44773S,FA,FALNKID,Link ID
BP44773S,FA,FALOBXFL,Last Observation Before Exposure Flag
BP44773S,FA,FALOC,Location of the Finding About
BP44773S,FA,FAMETHOD,Method of Test or Examination
BP44773S,FA,FAOBJ,Object of the Observation
BP44773S,FA,FAORRES,Result or Finding in Original Units
BP44773S,FA,FAORRESU,Original Units
BP44773S,FA,FAREASND,Reason Not Performed
BP44773S,FA,FAREASPF,Reason Test Performed
BP44773S,FA,FAREFID,Reference ID
BP44773S,FA,FASCAT,Subcategory for Findings About
BP44773S,FA,FASEQ,Sequence Number
BP44773S,FA,FASPEC,Specimen Material Type
BP44773S,FA,FASPID,Sponsor-Defined Identifier
BP44773S,FA,FASTAT,Completion Status
BP44773S,FA,FASTDTC,Start Date/Time of Observation
BP44773S,FA,FASTDY,Study Day of Start of Observation
BP44773S,FA,FASTRESC,Character Result/Finding in Std Format
BP44773S,FA,FASTRESN,Numeric Result/Finding in Standard Units
BP44773S,FA,FASTRESU,Standard Units
BP44773S,FA,FATEST,Findings About Test Name
BP44773S,FA,FATESTCD,Findings About Test Short Name
BP44773S,FA,FATPT,Planned Time Point Name
BP44773S,FA,FATPTNUM,Planned Time Point Number
BP44773S,FA,STUDYID,Study Identifier
BP44773S,FA,USUBJID,Unique Subject Identifier
BP44773S,FA,VISIT,Visit Name
BP44773S,FA,VISITDY,Visit Number
BP44773S,FA,VISITNUM,Visit Number
BP44773S,HO,DOMAIN,Domain Abbreviation
BP44773S,HO,EPOCH,Epoch
BP44773S,HO,HOCAT,Category for Healthcare Encounter
BP44773S,HO,HODECOD,Dictionary-Derived Term
BP44773S,HO,HOENDTC,End Date/Time of Healthcare Encounter
BP44773S,HO,HOENDY,Study Day of End of Healthcare Encounter
BP44773S,HO,HOGRPID,Group ID
BP44773S,HO,HOOCCUR,Healthcare Encounter Occurrence
BP44773S,HO,HOPRESP,Pre-Specified Healthcare Encounter
BP44773S,HO,HOSEQ,Sequence Number
BP44773S,HO,HOSPID,Sponsor-Defined Identifier
BP44773S,HO,HOSTDTC,Start Date/Time of Healthcare Encounter
BP44773S,HO,HOSTDY,Study Day of Start of Encounter
BP44773S,HO,HOTERM,Healthcare Encounter Term
BP44773S,HO,STUDYID,Study Identifier
BP44773S,HO,USUBJID,Unique Subject Identifier
BP44773S,IS,DOMAIN,Domain Abbreviation
BP44773S,IS,EPOCH,Epoch
BP44773S,IS,IPACCSNM,Immediate Parent Unique Sample ID
BP44773S,IS,ISAINTP,Assay Interpretation
BP44773S,IS,ISANLDTC,Date/Time of Specimen or Sample Analysis
BP44773S,IS,ISANLTNM,Immunogenicity Specimen Analyte Name
BP44773S,IS,ISASPID,Assay Protocol Identifier
BP44773S,IS,ISBDAGNT,Binding Agent
BP44773S,IS,ISCAT,Category for Immunogenicity Test
BP44773S,IS,ISDTC,Date/Time of Collection
BP44773S,IS,ISDY,Study Day of Visit/Collection/Exam
BP44773S,IS,ISELTM,Planned Elapsed Time from Time Point Ref
BP44773S,IS,ISENDTC,End Date/Time of Specimen Collection
BP44773S,IS,ISENDY,Study Day of End of Specimen Collection
BP44773S,IS,ISFAST,Fasting Status
BP44773S,IS,ISLLOD,Lower Limit of Detection
BP44773S,IS,ISLLOQ,Lower Limit of Quantitation
BP44773S,IS,ISLOBXFL,Last Observation Before Exposure Flag
BP44773S,IS,ISLOINC,LOINC Code
BP44773S,IS,ISMETHOD,Method of Test or Examination
BP44773S,IS,ISNAM,Vendor Name
BP44773S,IS,ISNRIND,Reference Range Indicator
BP44773S,IS,ISORLLOQ,Original Lower Limit of Quantitation
BP44773S,IS,ISORNRHI,Reference Range Upper Limit in Orig Unit
BP44773S,IS,ISORNRLO,Reference Range Lower Limit in Orig Unit
BP44773S,IS,ISORRES,Results or Findings in Original Units
BP44773S,IS,ISORRESU,Original Units
BP44773S,IS,ISREASND,Reason Not Done
BP44773S,IS,ISREFID,Reference ID
BP44773S,IS,ISRESSCL,Result Scale
BP44773S,IS,ISRESTYP,Result Type
BP44773S,IS,ISRFTDTC,Date/Time of Reference Time Point
BP44773S,IS,ISSEQ,Sequence Number
BP44773S,IS,ISSMPLID,Alternate Sample Identifier
BP44773S,IS,ISSPCCND,Specimen Condition
BP44773S,IS,ISSPEC,Specimen Type
BP44773S,IS,ISSPID,Sponsor-Defined Identifier
BP44773S,IS,ISSTAT,Completion Status
BP44773S,IS,ISSTNRHI,Reference Range Upper Limit-Std Units
BP44773S,IS,ISSTNRLO,Reference Range Lower Limit-Std Units
BP44773S,IS,ISSTRESC,Character Result/Finding in Std Format
BP44773S,IS,ISSTRESN,Numeric Results/Findings in Std. Units
BP44773S,IS,ISSTRESU,Standard Units
BP44773S,IS,ISTEST,Immunogenicity Test or Examination Name
BP44773S,IS,ISTESTCD,Immunogenicity Test/Exam Short Name
BP44773S,IS,ISTPT,Planned Time Point Name
BP44773S,IS,ISTPTNUM,Planned Time Point Number
BP44773S,IS,ISTPTREF,Time Point Reference
BP44773S,IS,ISTSTDTL,Test Detail
BP44773S,IS,PRACCSNM,Prior Vendor/Parental Unique Sample ID
BP44773S,IS,STUDYID,Study Identifier
BP44773S,IS,USUBJID,Unique Subject Identifier
BP44773S,IS,VISIT,Visit Name
BP44773S,IS,VISITDY,Planned Study Day of Visit
BP44773S,IS,VISITNUM,Visit Number
BP44773S,LB,DOMAIN,Domain Abbreviation
BP44773S,LB,EPOCH,Epoch
BP44773S,LB,LBAINTP,Assay Interpretation
BP44773S,LB,LBANLDTC,Date/Time of Specimen or Sample Analysis
BP44773S,LB,LBCAT,Category for Lab Test
BP44773S,LB,LBCVNRHI,Reference Range Upper Limit-US CV Units
BP44773S,LB,LBCVNRLO,Reference Range Lower Limit-US CV Units
BP44773S,LB,LBCVRESC,Character Result/Finding in US CV Format
BP44773S,LB,LBCVRESU,US Conventional Units
BP44773S,LB,LBDTC,Date/Time of Specimen Collection
BP44773S,LB,LBDY,Study Day of Specimen Collection
BP44773S,LB,LBELTM,Planned Elapsed Time from Time Point Ref
BP44773S,LB,LBFAST,Fasting Status
BP44773S,LB,LBFASTHR,Hours Subject Fasted
BP44773S,LB,LBLLOQ,Lower Limit of Quantitation
BP44773S,LB,LBLOBXFL,Last Observation Before Exposure Flag
BP44773S,LB,LBLOINC,LOINC Code
BP44773S,LB,LBMETHOD,Method of Test or Examination
BP44773S,LB,LBMTDTL,Detailed Method of Test or Examination
BP44773S,LB,LBNAM,Vendor Name
BP44773S,LB,LBNRIND,Reference Range Indicator
BP44773S,LB,LBORLLOQ,Original Lower Limit of Quantitation
BP44773S,LB,LBORNRHI,Reference Range Upper Limit in Orig Unit
BP44773S,LB,LBORNRLO,Reference Range Lower Limit in Orig Unit
BP44773S,LB,LBORRES,Result or Finding in Original Units
BP44773S,LB,LBORRESU,Original Units
BP44773S,LB,LBORULOQ,Original Upper Limit of Quantitation
BP44773S,LB,LBREASND,Reason Test Not Done
BP44773S,LB,LBREFID,Specimen ID
BP44773S,LB,LBRESSCL,Result Scale
BP44773S,LB,LBRESTYP,Result Type
BP44773S,LB,LBRFTDTC,Date/Time of Reference Time Point
BP44773S,LB,LBSEQ,Sequence Number
BP44773S,LB,LBSMPLID,Alternate Sample Identifier
BP44773S,LB,LBSPEC,Specimen Type
BP44773S,LB,LBSPID,Sponsor-Defined Identifier
BP44773S,LB,LBSTAT,Completion Status
BP44773S,LB,LBSTNRHI,Reference Range Upper Limit-Std Units
BP44773S,LB,LBSTNRLO,Reference Range Lower Limit-Std Units
BP44773S,LB,LBSTRESC,Character Result/Finding in Std Format
BP44773S,LB,LBSTRESN,Numeric Result/Finding in Standard Units
BP44773S,LB,LBSTRESU,Standard Units
BP44773S,LB,LBTEST,Lab Test or Examination Name
BP44773S,LB,LBTESTCD,Lab Test or Examination Short Name
BP44773S,LB,LBTPT,Planned Time Point Name
BP44773S,LB,LBTPTNUM,Planned Time Point Number
BP44773S,LB,LBTPTREF,Time Point Reference
BP44773S,LB,LBTSTDTL,"Measurement, Test or Examination Detail"
BP44773S,LB,LBULOQ,Upper Limit of Quantitation
BP44773S,LB,STUDYID,Study Identifier
BP44773S,LB,USUBJID,Unique Subject Identifier
BP44773S,LB,VISIT,Visit Name
BP44773S,LB,VISITDY,Planned Study Day of Visit
BP44773S,LB,VISITNUM,Visit Number
BP44773S,MB,DOMAIN,Domain Abbreviation
BP44773S,MB,EPOCH,Epoch
BP44773S,MB,MBCAT,Category
BP44773S,MB,MBDTC,Date/Time of Collection
BP44773S,MB,MBDY,Study Day of Visit/Collection/Exam
BP44773S,MB,MBELTM,Planned Elapsed Time from Time Point Ref
BP44773S,MB,MBGRPID,Group ID
BP44773S,MB,MBLLOQ,Lower Limit of Quantitation
BP44773S,MB,MBLOBXFL,Last Observation Before Exposure Flag
BP44773S,MB,MBMETHOD,Method of Test or Examination
BP44773S,MB,MBNAM,Laboratory/Vendor Name
BP44773S,MB,MBORNRHI,Reference Range Upper Limit in Orig Unit
BP44773S,MB,MBORNRLO,Reference Range Lower Limit in Orig Unit
BP44773S,MB,MBORRES,Result or Finding in Original Units
BP44773S,MB,MBORRESU,Original Units
BP44773S,MB,MBREASND,Reason Not Done
BP44773S,MB,MBRESCAT,Result Category
BP44773S,MB,MBRESSCL,Result Scale
BP44773S,MB,MBRESTYP,Result Type
BP44773S,MB,MBRFTDTC,Date/Time of Reference Time Point
BP44773S,MB,MBSEQ,Sequence Number
BP44773S,MB,MBSPEC,Specimen Material Type
BP44773S,MB,MBSPID,Sponsor-Defined Identifier
BP44773S,MB,MBSTAT,Completion Status
BP44773S,MB,MBSTNRHI,Reference Range Upper Limit-Std Units
BP44773S,MB,MBSTNRLO,Reference Range Lower Limit-Std Units
BP44773S,MB,MBSTRESC,Result or Finding in Standard Format
BP44773S,MB,MBSTRESN,Numeric Result/Finding in Standard Units
BP44773S,MB,MBSTRESU,Standard Units
BP44773S,MB,MBTEST,Microbiology Test or Finding Name
BP44773S,MB,MBTESTCD,Microbiology Test or Finding Short Name
BP44773S,MB,MBTPT,Planned Time Point Name
BP44773S,MB,MBTPTNUM,Planned Time Point Number
BP44773S,MB,MBTPTREF,Time Point Reference
BP44773S,MB,MBTSTDTL,"Measurement, Test or Examination Detail"
BP44773S,MB,STUDYID,Study Identifier
BP44773S,MB,USUBJID,Unique Subject Identifier
BP44773S,MB,VISIT,Visit Name
BP44773S,MB,VISITDY,Planned Study Day of Visit
BP44773S,MB,VISITNUM,Visit Number
BP44773S,MH,DOMAIN,Domain Abbreviation
BP44773S,MH,EPOCH,Epoch
BP44773S,MH,MHBDSYCD,Body System or Organ Class Code
BP44773S,MH,MHBODSYS,Body System or Organ Class
BP44773S,MH,MHCAT,Category for Medical History
BP44773S,MH,MHDECOD,Dictionary-Derived Term
BP44773S,MH,MHDTC,Date/Time of History Collection
BP44773S,MH,MHDY,Study Day of History Collection
BP44773S,MH,MHENDTC,End Date/Time of Medical History Event
BP44773S,MH,MHENDY,Study Day of End of History Event
BP44773S,MH,MHENRTPT,End Relative to Reference Time Point
BP44773S,MH,MHENTPT,End Reference Time Point
BP44773S,MH,MHGRPID,Group ID
BP44773S,MH,MHHLGT,High Level Group Term
BP44773S,MH,MHHLGTCD,High Level Group Term Code
BP44773S,MH,MHHLT,High Level Term
BP44773S,MH,MHHLTCD,High Level Term Code
BP44773S,MH,MHLLT,Lowest Level Term
BP44773S,MH,MHLLTCD,Lowest Level Term Code
BP44773S,MH,MHMODIFY,Modified Reported Term
BP44773S,MH,MHPTCD,Preferred Term Code
BP44773S,MH,MHSEQ,Sequence Number
BP44773S,MH,MHSOC,Primary System Organ Class
